57.0	0.121	
58.0	0.115	
59.0	0.110	
60.0	0.105	
61.0	0.100	
62.0	0.096	
63.0	0.092	
64.0	0.088	
65.0	0.085	
66.0	0.081	
67.0	0.078	
68.0	0.075	
69.0	0.072	
70.0	0.070	
71.0	0.067	
72.0	0.065	
73.0	0.063	
74.0	0.061	
75.0	0.059	
76.0	0.057	
77.0	0.055	
78.0	0.053	
79.0	0.052	
80.0	0.050	
81.0	0.049	
82.0	0.047	
83.0	0.046	
84.0	0.045	
85.0	0.043	
86.0	0.042	
87.0	0.041	
88.0	0.040	
89.0	0.039	
90.0	0.037	
91.0	0.036	
92.0	0.035	
93.0	0.034	
94.0	0.033	
95.0	0.032	
96.0	0.058	
97.0	0.057	
98.0	0.057	
99.0	0.056	
100.0	0.056	
101.0	0.055	
102.0	0.055	
103.0	0.055	
104.0	0.054	
105.0	0.054	
106.0	0.054	
107.0	0.053	
108.0	0.053	
109.0	0.053	
110.0	0.053	
111.0	0.052	
112.0	0.052	
113.0	0.052	
114.0	0.051	
115.0	0.051	
116.0	0.051	
117.0	0.050	
118.0	0.050	
119.0	0.050	
120.0	0.049	
121.0	0.049	
122.0	0.048	
123.0	0.047	
124.0	0.121	
125.0	0.124	
126.0	0.128	
127.0	0.131	
128.0	0.134	
129.0	0.138	
130.0	0.142	
131.0	0.146	
132.0	0.151	
133.0	0.155	
134.0	0.160	
135.0	0.165	
136.0	0.171	
137.0	0.177	
138.0	0.183	
139.0	0.189	
140.0	0.196	
141.0	0.203	
142.0	0.210	
143.0	0.218	
144.0	0.226	
145.0	0.233	
146.0	0.242	
147.0	0.250	
148.0	0.258	
149.0	0.265	
150.0	0.273	
151.0	0.279	
152.0	0.284	
153.0	0.288	
154.0	0.290	
155.0	0.289	
156.0	0.284	
157.0	0.275	
158.0	0.260	
159.0	0.238	
160.0	0.208	
161.0	0.129	
162.0	0.060	
163.0	0.057	
164.0	-0.017	
165.0	-0.103	
166.0	-0.200	
167.0	-0.307	
168.0	-0.422	
169.0	-0.543	
170.0	-0.668	
171.0	-0.795	
172.0	-0.924	
173.0	-1.053	
174.0	-1.181	
175.0	-1.307	
176.0	-1.439	
177.0	-1.560	
178.0	-1.682	
179.0	-1.806	
180.0	-1.932	
